,mcc,mcc_name,mcc_group,big_cashback,no_cashback
322,3370,Rent-a-wreck,Аренда автомобилей,0,0
323,3371,Агентства по аренде автомобилей,Аренда автомобилей,0,0
324,3372,Агентства по аренде автомобилей,Аренда автомобилей,0,0
325,3373,Агентства по аренде автомобилей,Аренда автомобилей,0,0
326,3374,Агентства по аренде автомобилей,Аренда автомобилей,0,0
327,3375,Агентства по аренде автомобилей,Аренда автомобилей,0,0
328,3376,Ajax Rent-a-car,Аренда автомобилей,0,0
329,3377,Агентства по аренде автомобилей,Аренда автомобилей,0,0
330,3378,Агентства по аренде автомобилей,Аренда автомобилей,0,0
331,3379,Агентства по аренде автомобилей,Аренда автомобилей,0,0
332,3380,Агентства по аренде автомобилей,Аренда автомобилей,0,0
333,3381,Europ Car,Аренда автомобилей,0,0
334,3382,Агентства по аренде автомобилей,Аренда автомобилей,0,0
335,3383,Название,Агентства по аренде автомобилей,0,0
336,3384,Агентства по аренде автомобилей,Аренда автомобилей,0,0
337,3385,Tropical Rent-a-car,Аренда автомобилей,0,0
338,3386,Showcase Rental Cars,Аренда автомобилей,0,0
339,3387,Alamo Rent-a-car,Аренда автомобилей,0,0
340,3388,Агентства по аренде автомобилей,Аренда автомобилей,0,0
341,3389,Avis Rent-a-car,Аренда автомобилей,0,0
342,3390,Dollar Rent-a-car,Аренда автомобилей,0,0
343,3391,Europe By Car,Аренда автомобилей,0,0
344,3392,Агентства по аренде автомобилей,Аренда автомобилей,0,0
345,3393,National Car Rental,Аренда автомобилей,0,0
346,3394,Kemwell Group Rent-a-car,Аренда автомобилей,0,0
347,3395,Thrifty Rent-a-car,Аренда автомобилей,0,0
348,3396,Tilden Tent-a-car,Аренда автомобилей,0,0
349,3397,Агентства по аренде автомобилей,Аренда автомобилей,0,0
350,3398,Econo-car Rent-a-car,Аренда автомобилей,0,0
351,3399,Amerex Rent-a-Car,Аренда автомобилей,0,0
352,3400,Auto Host Cost Car Rentals,Аренда автомобилей,0,0
353,3401,Агентства по аренде автомобилей,Аренда автомобилей,0,0
354,3402,Агентства по аренде автомобилей,Аренда автомобилей,0,0
355,3403,Агентства по аренде автомобилей,Аренда автомобилей,0,0
356,3404,Агентства по аренде автомобилей,Аренда автомобилей,0,0
357,3405,Enterprise Rent-a-car,Аренда автомобилей,0,0
358,3406,Агентства по аренде автомобилей,Аренда автомобилей,0,0
359,3407,Агентства по аренде автомобилей,Аренда автомобилей,0,0
360,3408,Агентства по аренде автомобилей,Аренда автомобилей,0,0
361,3409,Название,General Rent-a-car,0,0
362,3410,Агентства по аренде автомобилей,Аренда автомобилей,0,0
363,3412,A-1 Rent-a-car,Аренда автомобилей,0,0
364,3413,Агентства по аренде автомобилей,Аренда автомобилей,0,0
365,3414,Godfrey Natl Rent-a-car,Аренда автомобилей,0,0
366,3415,Агентства по аренде автомобилей,Аренда автомобилей,0,0
367,3416,Агентства по аренде автомобилей,Аренда автомобилей,0,0
368,3417,Агентства по аренде автомобилей,Аренда автомобилей,0,0
369,3418,Агентства по аренде автомобилей,Аренда автомобилей,0,0
370,3419,Alpha Rent-a-car,Аренда автомобилей,0,0
371,3420,Ansa Intl Rent-a-car,Аренда автомобилей,0,0
372,3421,Allstae Rent-a-car,Аренда автомобилей,0,0
373,3422,Агентства по аренде автомобилей,Аренда автомобилей,0,0
374,3423,Avcar Rent-a-car,Аренда автомобилей,0,0
375,3425,Automate Rent-a-car,Аренда автомобилей,0,0
376,3426,Агентства по аренде автомобилей,Аренда автомобилей,0,0
377,3427,Avon Rent-a-car,Аренда автомобилей,0,0
378,3428,Carey Rent-a-car,Аренда автомобилей,0,0
379,3429,Insurance Rent-a-car,Аренда автомобилей,0,0
380,3430,Major Rent-a-car,Аренда автомобилей,0,0
381,3431,Replacement Rent-a-car,Аренда автомобилей,0,0
382,3432,Reserve Rent-a-car,Аренда автомобилей,0,0
383,3433,Ugly Duckling Rent-a-car,Аренда автомобилей,0,0
384,3434,USA Rent-a-car,Аренда автомобилей,0,0
385,3435,Value Rent-a-car,Аренда автомобилей,0,0
386,3436,Autohansa Rent-a-car,Аренда автомобилей,0,0
387,3437,Название,Cite Rent-a-car,0,0
388,3438,Interent Rent-a-car,Аренда автомобилей,0,0
389,3439,Milleville Rent-a-car,Аренда автомобилей,0,0
390,3440,Via Route Rent-a-Car,Аренда автомобилей,0,0
391,3441,Агентства по аренде автомобилей,Аренда автомобилей,0,0
392,3501,Holiday Inns,Отели и мотели,0,0
393,3502,Best Western Hotels,Отели и мотели,0,0
394,3503,Sheraton Hotels,Отели и мотели,0,0
395,3504,Hilton Hotels,Отели и мотели,0,0
396,3505,Forte Hotels,Отели и мотели,0,0
397,3506,Golden Tulip Hotels,Отели и мотели,0,0
398,3507,Friendship Inns,Отели и мотели,0,0
399,3508,Quality Inns,Отели и мотели,0,0
400,3509,Marriott Hotels,Отели и мотели,0,0
401,3510,Days Inn,Отели и мотели,0,0
402,3511,Arabella Hotels,Отели и мотели,0,0
403,3512,Inter-continental Hotels,Отели и мотели,0,0
404,3513,Westin Hotels,Отели и мотели,0,0
405,3514,"Отели, мотели, курорты",Отели и мотели,0,0
406,3515,Rodeway Inns,Отели и мотели,0,0
407,3516,La Quinta Motor Inns,Отели и мотели,0,0
408,3517,Americana Hotels,Отели и мотели,0,0
409,3518,Sol Hotels,Отели и мотели,0,0
410,3519,Pullman International Hotels,Отели и мотели,0,0
411,3520,Meridien Hotels,Отели и мотели,0,0
412,3521,Crest Hotels (see Forte Hotels),Отели и мотели,0,0
413,3522,Tokyo Hotel,Отели и мотели,0,0
414,3523,Pennsula Hotel,Отели и мотели,0,0
415,3524,Welcomgroup Hotels,Отели и мотели,0,0
416,3525,Dunfey Hotels,Отели и мотели,0,0
417,3526,"Отели, мотели, курорты",Отели и мотели,0,0
418,3527,Downtowner-passport Hotel,Отели и мотели,0,0
419,3528,Red Lion Hotels,Отели и мотели,0,0
420,3529,Cp Hotels,Отели и мотели,0,0
421,3530,Renaissance Hotels,Отели и мотели,0,0
422,3531,Astir Hotels,Отели и мотели,0,0
423,3532,Sun Route Hotels,Отели и мотели,0,0
424,3533,Hotel Ibis,Отели и мотели,0,0
425,3534,Название,Southern PaciÒc Hotels,0,0
426,3535,Hilton International,Отели и мотели,0,0
427,3536,Amfac Hotels,Отели и мотели,0,0
428,3537,Ana Hotel,Отели и мотели,0,0
429,3538,Concorde Hotels,Отели и мотели,0,0
430,3539,"Отели, мотели, курорты",Отели и мотели,0,0
431,3540,Iberotel Hotels,Отели и мотели,0,0
432,3541,Hotel Okura,Отели и мотели,0,0
433,3542,Royal Hotels,Отели и мотели,0,0
434,3543,Four Seasons Hotels,Отели и мотели,0,0
435,3544,Ciga Hotels,Отели и мотели,0,0
436,3545,Shangri-la International,Отели и мотели,0,0
437,3546,"Отели, мотели, курорты",Отели и мотели,0,0
438,3547,"Отели, мотели, курорты",Отели и мотели,0,0
439,3548,Hoteles Melia,Отели и мотели,0,0
440,3549,Auberge Des Governeurs,Отели и мотели,0,0
441,3550,Regal 8 Inns,Отели и мотели,0,0
442,3551,"Отели, мотели, курорты",Отели и мотели,0,0
443,3552,Coast Hotels,Отели и мотели,0,0
444,3553,Park Inns International,Отели и мотели,0,0
445,3554,"Отели, мотели, курорты",Отели и мотели,0,0
446,3555,"Отели, мотели, курорты",Отели и мотели,0,0
447,3556,"Отели, мотели, курорты",Отели и мотели,0,0
448,3557,"Отели, мотели, курорты",Отели и мотели,0,0
449,3558,Jolly Hotels,Отели и мотели,0,0
450,3559,"Отели, мотели, курорты",Отели и мотели,0,0
451,3560,"Отели, мотели, курорты",Отели и мотели,0,0
452,3561,"Отели, мотели, курорты",Отели и мотели,0,0
453,3562,Comfort Inns,Отели и мотели,0,0
454,3563,Journey’s End Motls,Отели и мотели,0,0
455,3564,"Отели, мотели, курорты",Отели и мотели,0,0
456,3565,Relax Inns,Отели и мотели,0,0
457,3566,"Отели, мотели, курорты",Отели и мотели,0,0
458,3567,"Отели, мотели, курорты",Отели и мотели,0,0
459,3568,Ladbroke Hotels,Отели и мотели,0,0
460,3569,"Отели, мотели, курорты",Отели и мотели,0,0
461,3570,Forum Hotels,Отели и мотели,0,0
462,3571,"Отели, мотели, курорты",Отели и мотели,0,0
463,3572,Miyako Hotels,Отели и мотели,0,0
464,3573,Sandman Hotels,Отели и мотели,0,0
465,3574,Название,Venture Inns,0,0
466,3575,Vagabond Hotels,Отели и мотели,0,0
467,3576,"Отели, мотели, курорты",Отели и мотели,0,0
468,3577,Mandarin Oriental Hotel,Отели и мотели,0,0
469,3578,"Отели, мотели, курорты",Отели и мотели,0,0
470,3579,Hotel Mercure,Отели и мотели,0,0
471,3580,"Отели, мотели, курорты",Отели и мотели,0,0
472,3581,Delta Hotel,Отели и мотели,0,0
473,3582,"Отели, мотели, курорты",Отели и мотели,0,0
474,3583,Sas Hotels,Отели и мотели,0,0
475,3584,Princess Hotels International,Отели и мотели,0,0
476,3585,Hungar Hotels,Отели и мотели,0,0
477,3586,Sokos Hotels,Отели и мотели,0,0
478,3587,Doral Hotels,Отели и мотели,0,0
479,3588,Helmsley Hotels,Отели и мотели,0,0
480,3589,"Отели, мотели, курорты",Отели и мотели,0,0
481,3590,Fairmont Hotels,Отели и мотели,0,0
482,3591,Sonesta Hotels,Отели и мотели,0,0
483,3592,Omni Hotels,Отели и мотели,0,0
484,3593,Cunard Hotels,Отели и мотели,0,0
485,3594,"Отели, мотели, курорты",Отели и мотели,0,0
486,3595,Hospitality International,Отели и мотели,0,0
487,3596,"Отели, мотели, курорты",Отели и мотели,0,0
488,3597,"Отели, мотели, курорты",Отели и мотели,0,0
489,3598,Regent International Hotels,Отели и мотели,0,0
490,3599,Pannonia Hotels,Отели и мотели,0,0
491,3600,"Отели, мотели, курорты",Отели и мотели,0,0
492,3601,"Отели, мотели, курорты",Отели и мотели,0,0
493,3602,"Отели, мотели, курорты",Отели и мотели,0,0
494,3603,Noah’s Hotels,Отели и мотели,0,0
495,3604,"Отели, мотели, курорты",Отели и мотели,0,0
496,3605,"Отели, мотели, курорты",Отели и мотели,0,0
497,3606,"Отели, мотели, курорты",Отели и мотели,0,0
498,3607,"Отели, мотели, курорты",Отели и мотели,0,0
499,3608,"Отели, мотели, курорты",Отели и мотели,0,0
500,3609,"Отели, мотели, курорты",Отели и мотели,0,0
501,3610,"Отели, мотели, курорты",Отели и мотели,0,0
502,3611,"Отели, мотели, курорты",Отели и мотели,0,0
503,3612,Movenpick Hotels,Отели и мотели,0,0
504,3613,"Отели, мотели, курорты",Отели и мотели,0,0
505,3614,Название,"Отели, мотели, курорты",0,0
506,3615,Travelodge,Отели и мотели,0,0
507,3616,"Отели, мотели, курорты",Отели и мотели,0,0
508,3617,"Отели, мотели, курорты",Отели и мотели,0,0
509,3618,"Отели, мотели, курорты",Отели и мотели,0,0
510,3619,"Отели, мотели, курорты",Отели и мотели,0,0
511,3620,Telford International,Отели и мотели,0,0
512,3621,"Отели, мотели, курорты",Отели и мотели,0,0
513,3622,Merlin Hotels,Отели и мотели,0,0
514,3623,Dorint Hotels,Отели и мотели,0,0
515,3624,"Отели, мотели, курорты",Отели и мотели,0,0
516,3625,Hotle Universale,Отели и мотели,0,0
517,3626,Prince Hotels,Отели и мотели,0,0
518,3627,"Отели, мотели, курорты",Отели и мотели,0,0
519,3628,"Отели, мотели, курорты",Отели и мотели,0,0
520,3629,Dan Hotels,Отели и мотели,0,0
521,3630,"Отели, мотели, курорты",Отели и мотели,0,0
522,3631,"Отели, мотели, курорты",Отели и мотели,0,0
523,3632,"Отели, мотели, курорты",Отели и мотели,0,0
524,3633,Rank Hotels,Отели и мотели,0,0
525,3634,Swissotel,Отели и мотели,0,0
526,3635,Reso Hotels,Отели и мотели,0,0
527,3636,Sarova Hotels,Отели и мотели,0,0
528,3637,Ramada Inns,Отели и мотели,0,0
529,3638,Ho Jo Inn,Отели и мотели,0,0
530,3639,Mount Charlotte Thistle,Отели и мотели,0,0
531,3640,Hyatt Hotel,Отели и мотели,0,0
532,3641,SoÒtel Hotels,Отели и мотели,0,0
533,3642,Novotel Hotels,Отели и мотели,0,0
534,3643,Steigenberger Hotels,Отели и мотели,0,0
535,3644,Econo Lodges,Отели и мотели,0,0
536,3645,Queens Moat Houses,Отели и мотели,0,0
537,3646,Swallow Hotels,Отели и мотели,0,0
538,3647,Husa Hotels,Отели и мотели,0,0
539,3648,De Vere Hotels,Отели и мотели,0,0
540,3649,Radisson Hotels,Отели и мотели,0,0
541,3650,Red Rook Inns,Отели и мотели,0,0
542,3651,Imperial London Hotel,Отели и мотели,0,0
543,3652,Embassy Hotels,Отели и мотели,0,0
544,3653,Penta Hotels,Отели и мотели,0,0
545,3654,Название,Loews Hotels,0,0
546,3655,Scandic Hotels,Отели и мотели,0,0
547,3656,Sara Hotels,Отели и мотели,0,0
548,3657,Oberoi Hotels,Отели и мотели,0,0
549,3658,Otani Hotels,Отели и мотели,0,0
550,3659,Taj Hotels International,Отели и мотели,0,0
551,3660,Knights Inns,Отели и мотели,0,0
552,3661,Metropole Hotels,Отели и мотели,0,0
553,3662,"Отели, мотели, курорты",Отели и мотели,0,0
554,3663,Hoteles El Presidents,Отели и мотели,0,0
555,3664,Flag Inn,Отели и мотели,0,0
556,3665,Hampton Inns,Отели и мотели,0,0
557,3666,Stakis Hotels,Отели и мотели,0,0
558,3667,"Отели, мотели, курорты",Отели и мотели,0,0
559,3668,Maritim Hotels,Отели и мотели,0,0
560,3669,"Отели, мотели, курорты",Отели и мотели,0,0
561,3670,Arcard Hotels,Отели и мотели,0,0
562,3671,Arctia Hotels,Отели и мотели,0,0
563,3672,Campaniel Hotels,Отели и мотели,0,0
564,3673,Ibusz Hotels,Отели и мотели,0,0
565,3674,Rantasipi Hotels,Отели и мотели,0,0
566,3675,Interhotel Cedok,Отели и мотели,0,0
567,3676,"Отели, мотели, курорты",Отели и мотели,0,0
568,3677,Climat De France Hotels,Отели и мотели,0,0
569,3678,Cumulus Hotels,Отели и мотели,0,0
570,3679,Danubius Hotel,Отели и мотели,0,0
571,3680,"Отели, мотели, курорты",Отели и мотели,0,0
572,3681,Adams Mark Hotels,Отели и мотели,0,0
573,3682,Allstar Inns,Отели и мотели,0,0
574,3683,"Отели, мотели, курорты",Отели и мотели,0,0
575,3684,Budget Host Inns,Отели и мотели,0,0
576,3685,Budgetel Hotels,Отели и мотели,0,0
577,3686,Suisse Chalets,Отели и мотели,0,0
578,3687,Clarion Hotels,Отели и мотели,0,0
579,3688,Compri Hotels,Отели и мотели,0,0
580,3689,Consort Hotels,Отели и мотели,0,0
581,3690,Courtyard By Marriott,Отели и мотели,0,0
582,3691,Dillion Inns,Отели и мотели,0,0
583,3692,Doubletree Hotels,Отели и мотели,0,0
584,3693,Drury Inns,Отели и мотели,0,0
585,3694,Название,Economy Inns Of America,0,0
586,3695,Embassy Suites,Отели и мотели,0,0
587,3696,Exel Inns,Отели и мотели,0,0
588,3697,FarÒeld Hotels,Отели и мотели,0,0
589,3698,Harley Hotels,Отели и мотели,0,0
590,3699,Midway Motor Lodge,Отели и мотели,0,0
591,3700,Motel 6,Отели и мотели,0,0
592,3701,Guest Quarters (formally Pickett Suite Hotels),Отели и мотели,0,0
593,3702,The Registry Hotels,Отели и мотели,0,0
594,3703,Residence Inns,Отели и мотели,0,0
595,3704,Royce Hotels,Отели и мотели,0,0
596,3705,Sandman Inns,Отели и мотели,0,0
597,3706,Shilo Inns,Отели и мотели,0,0
598,3707,Shoney’s Inns,Отели и мотели,0,0
599,3708,"Отели, мотели, курорты",Отели и мотели,0,0
600,3709,Super8 Motels,Отели и мотели,0,0
601,3710,The Ritz Carlton Hotels,Отели и мотели,0,0
602,3711,Flag Inns (Ausralia),Отели и мотели,0,0
603,3712,Golden Chain Hotel,Отели и мотели,0,0
604,3713,Quality PaciÒc Hotel,Отели и мотели,0,0
605,3714,Four Seasons Hotel (Australia),Отели и мотели,0,0
606,3715,FariÒeld Inn,Отели и мотели,0,0
607,3716,Carlton Hotels,Отели и мотели,0,0
608,3717,City Lodge Hotels,Отели и мотели,0,0
609,3718,Karos Hotels,Отели и мотели,0,0
610,3719,Protea Hotels,Отели и мотели,0,0
611,3720,Southern Sun Hotels,Отели и мотели,0,0
612,3721,Hilton Conrad,Отели и мотели,0,0
613,3722,Wyndham Hotel And Resorts,Отели и мотели,0,0
614,3723,Rica Hotels,Отели и мотели,0,0
615,3724,Iner Nor Hotels,Отели и мотели,0,0
616,3725,Seaines Planation,Отели и мотели,0,0
617,3726,Rio Suites,Отели и мотели,0,0
618,3727,Broadmoor Hotel,Отели и мотели,0,0
619,3728,Bally’s Hotel And Casino,Отели и мотели,0,0
620,3729,John Ascuaga’s Nugget,Отели и мотели,0,0
621,3730,Mgm Grand Hotel,Отели и мотели,0,0
622,3731,Harrah’s Hotels And Casinos,Отели и мотели,0,0
623,3732,Opryland Hotel,Отели и мотели,0,0
624,3733,Boca Raton Resort,Отели и мотели,0,0
625,3734,Название,Harvey/bristol Hotels,0,0
626,3735,"Отели, мотели, курорты",Отели и мотели,0,0
627,3736,Colorado Belle/Edgewater Resort,Отели и мотели,0,0
628,3737,Riviera Hotel And Casino,Отели и мотели,0,0
629,3738,Tropicana Resort And Casino,Отели и мотели,0,0
630,3739,Woodside Hotels And Resorts,Отели и мотели,0,0
631,3740,Townplace Suites,Отели и мотели,0,0
632,3741,Millenium Broadway Hotel,Отели и мотели,0,0
633,3742,Club Med,Отели и мотели,0,0
634,3743,Biltmore Hotel And Suites,Отели и мотели,0,0
635,3744,Carefree Resorts,Отели и мотели,0,0
636,3745,St. Regis Hotel,Отели и мотели,0,0
637,3746,The Eliot Hotel,Отели и мотели,0,0
638,3747,Clubcorp/club Resorts,Отели и мотели,0,0
639,3748,Welesley Inns,Отели и мотели,0,0
640,3749,The Beverly Hills Hotel,Отели и мотели,0,0
641,3750,Crowne Plaza Hotels,Отели и мотели,0,0
642,3751,Homewood Suites,Отели и мотели,0,0
643,3752,Peabody Hotels,Отели и мотели,0,0
644,3753,Greenbriah Resorts,Отели и мотели,0,0
645,3754,Amelia Island Planation,Отели и мотели,0,0
646,3755,The Homestead,Отели и мотели,0,0
647,3756,South Seas Resorts,Отели и мотели,0,0
648,3757,"Отели, мотели, курорты",Отели и мотели,0,0
649,3758,"Отели, мотели, курорты",Отели и мотели,0,0
650,3759,"Отели, мотели, курорты",Отели и мотели,0,0
651,3760,"Отели, мотели, курорты",Отели и мотели,0,0
652,3761,"Отели, мотели, курорты",Отели и мотели,0,0
653,3762,"Отели, мотели, курорты",Отели и мотели,0,0
654,3763,"Отели, мотели, курорты",Отели и мотели,0,0
655,3764,"Отели, мотели, курорты",Отели и мотели,0,0
656,3765,"Отели, мотели, курорты",Отели и мотели,0,0
657,3766,"Отели, мотели, курорты",Отели и мотели,0,0
658,3767,"Отели, мотели, курорты",Отели и мотели,0,0
659,3768,"Отели, мотели, курорты",Отели и мотели,0,0
660,3769,"Отели, мотели, курорты",Отели и мотели,0,0
661,3770,"Отели, мотели, курорты",Отели и мотели,0,0
662,3771,"Отели, мотели, курорты",Отели и мотели,0,0
663,3772,"Отели, мотели, курорты",Отели и мотели,0,0
664,3773,"Отели, мотели, курорты",Отели и мотели,0,0
665,3774,Название,"Отели, мотели, курорты",0,0
666,3775,"Отели, мотели, курорты",Отели и мотели,0,0
667,3776,"Отели, мотели, курорты",Отели и мотели,0,0
668,3777,"Отели, мотели, курорты",Отели и мотели,0,0
669,3778,"Отели, мотели, курорты",Отели и мотели,0,0
670,3779,"Отели, мотели, курорты",Отели и мотели,0,0
671,3780,"Отели, мотели, курорты",Отели и мотели,0,0
672,3781,"Отели, мотели, курорты",Отели и мотели,0,0
673,3782,"Отели, мотели, курорты",Отели и мотели,0,0
674,3783,"Отели, мотели, курорты",Отели и мотели,0,0
675,3784,"Отели, мотели, курорты",Отели и мотели,0,0
676,3785,"Отели, мотели, курорты",Отели и мотели,0,0
677,3786,"Отели, мотели, курорты",Отели и мотели,0,0
678,3787,"Отели, мотели, курорты",Отели и мотели,0,0
679,3788,"Отели, мотели, курорты",Отели и мотели,0,0
680,3789,"Отели, мотели, курорты",Отели и мотели,0,0
681,3790,"Отели, мотели, курорты",Отели и мотели,0,0
682,3791,"Отели, мотели, курорты",Отели и мотели,0,0
683,3792,"Отели, мотели, курорты",Отели и мотели,0,0
684,3793,"Отели, мотели, курорты",Отели и мотели,0,0
685,3794,"Отели, мотели, курорты",Отели и мотели,0,0
686,3795,"Отели, мотели, курорты",Отели и мотели,0,0
687,3796,"Отели, мотели, курорты",Отели и мотели,0,0
688,3797,"Отели, мотели, курорты",Отели и мотели,0,0
689,3798,"Отели, мотели, курорты",Отели и мотели,0,0
690,3799,"Отели, мотели, курорты",Отели и мотели,0,0
691,3816,Home2Suites,Отели и мотели,0,0
692,3828,Cosmopolitan of Las Vegas,Отели и мотели,0,0
693,3830,Park Plaza Hotel,Отели и мотели,0,0
694,3831,Waldorf,Отели и мотели,0,0
695,4011,Железные дороги – перевозка грузов,Транспорт,0,0
696,4111,"Пассажирские перевозки - пригородные и местные пригородные рейсы, включая паромы",Транспорт,0,0
697,4112,Пассажирские железнодорожные перевозки,Транспорт,0,0
698,4119,Услуги скорой помощи,Транспорт,0,0
699,4121,Лимузины и такси,Транспорт,0,0
700,4131,Автобусные линии,Транспорт,0,0
701,4214,"Агентства по автотранспортным перевозкам, местные/ дальные автогрузоперевозки, компании попереезду и хранению, местная доставка",Транспорт,0,0
702,4215,"Услуги курьера – по воздуху и на земле, агентство по отправке грузов",Транспорт,0,0
703,4225,"Складское хранение общественного пользования –сельскохозяйственных продуктов, охлаждаемые продукты, хранение предметов домашнего обихода",Транспорт,0,0
704,4304,Название,Категория неизвестна,0,0
705,4411,Круизные линии,Транспорт,0,0
706,4457,Аренда и наем суден,Транспорт,0,0
707,4468,"Пристани для яхт, их обслуживание и поставка",Транспорт,0,0
708,4511,"Авиалинии, авиакомпании - нигде более не классифицированные",Транспорт,0,0
709,4582,"Аэропорты, терминалы аэропортов, лётные поля",Транспорт,0,0
710,4722,Туристические агентства и организаторы экскурсий,Транспорт,0,0
711,4729,Услуги пассажирских перевозок – нигде более не классифицированные,Транспорт,0,0
712,4784,"Дорожный и мостовой сборы, пошлины",Транспорт,0,0
713,4789,Услуги пассажирских перевозок – нигде более не классифицированные,Транспорт,0,0
714,4812,"Телекоммуникационное оборудование, включая продажу телефонов",Коммунальные и кабельные услуги,0,1
715,4813,"Торговые точки телеком клавишного ввода, предлагающие единичные локальные и дальние телефонные звонки, используя центральный номер доступа без разговора с оператором и используя код доступа",Коммунальные и кабельные услуги,0,1
716,4814,Телекоммуникационные услуги,Коммунальные и кабельные услуги,0,1
717,4815,МастерФон телефонные услуги – Ежемесячное составление телефонных счетов,Коммунальные и кабельные услуги,0,1
718,4816,Компьютерная сеть / информационные услуги,Коммунальные и кабельные услуги,0,1
719,4821,Услуги телеграфа,Коммунальные и кабельные услуги,0,0
720,4829,Денежные переводы,Поставщик услуг,0,1
721,4899,Кабельные и другие платные телевизионные услуги,Коммунальные и кабельные услуги,0,1
722,4900,"Коммунальные услуги – электричество, газ, санитария, вода",Коммунальные и кабельные услуги,0,1
723,5013,Поставщики грузовиков и запчастей,Оптовые поставщики и производители,0,0
724,5021,Офисная и торговая мебель,Оптовые поставщики и производители,0,0
